黑龙江地方,#genre#
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV5+,http://j.s.bkpcp.top/jj/cctv5p
CCTV5+,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV6,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV7,http://j.s.bkpcp.top/jj/cctv7
CCTV7,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV8,http://j.s.bkpcp.top/jj/cctv8
CCTV8,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV9,http://j.s.bkpcp.top/jj/cctv9
CCTV9,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV10,http://j.s.bkpcp.top/jj/cctv10
CCTV10,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV11,http://j.s.bkpcp.top/jj/cctv11
CCTV11,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV12,http://j.s.bkpcp.top/jj/cctv12
CCTV12,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV13,http://j.s.bkpcp.top/jj/cctv13
CCTV13,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV14,http://j.s.bkpcp.top/jj/cctv14
CCTV14,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV15,http://j.s.bkpcp.top/jj/cctv15
CCTV15,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV16,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17
CCTV17,http://j.s.bkpcp.top/jj/cctv17
CCTV17,http://t.061899.xyz/tl/tl.php?id=cctv17
CCTV4欧洲,http://go.bkpcp.top/mg/cctv4o
CCTV4欧洲,http://j.s.bkpcp.top/jj/cctv4o
CCTV4美洲,http://go.bkpcp.top/mg/cctv4m
CCTV4美洲,http://j.s.bkpcp.top/jj/cctv4m
CGTN-西咪咕,http://go.bkpcp.top/mg/cgtne
CGTN-阿咪咕,http://go.bkpcp.top/mg/cgtna
CGTN-法咪咕,http://go.bkpcp.top/mg/cgtnf
CGTN-西咪咕,http://j.s.bkpcp.top/jj/cgtne
CGTN-阿咪咕,http://j.s.bkpcp.top/jj/cgtna
CGTN-法咪咕,http://j.s.bkpcp.top/jj/cgtnf

咪咕┃卫视,#genre#
江苏卫视,http://j.s.bkpcp.top/jj/jsws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
江苏卫视,http://go.bkpcp.top/mg/jsws
东方卫视,http://j.s.bkpcp.top/jj/dfws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
东方卫视,http://go.bkpcp.top/mg/dfws
广东卫视,http://j.s.bkpcp.top/jj/gdws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
广东卫视,http://go.bkpcp.top/mg/gdws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
湖北卫视,http://go.bkpcp.top/mg/hubws
江西卫视,http://j.s.bkpcp.top/jj/jxws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
江西卫视,http://go.bkpcp.top/mg/jxws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
河南卫视,http://j.s.bkpcp.top/jj/hnws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
河南卫视,http://go.bkpcp.top/mg/hnws
海南卫视,http://j.s.bkpcp.top/jj/hinws
海南卫视,http://go.bkpcp.top/mg/hinws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
兵团卫视,http://j.s.bkpcp.top/jj/btws
兵团卫视,http://go.bkpcp.top/mg/btws
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
内蒙古少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8
北京卫视,http://j.s.bkpcp.top/jj/bjws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
山东卫视,http://j.s.bkpcp.top/jj/sdws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
山东卫视,http://go.bkpcp.top/mg/sdws
黑龙江卫视,http://j.s.bkpcp.top/jj/hljws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
黑龙江卫视,http://t.061899.xyz/tl/tl.php?id=hljws
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
北京卫视,http://go.bkpcp.top/mg/bjws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
湖南卫视,http://go.bkpcp.top/mg/hunws
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古卫视,http://t.061899.xyz/tl/tl.php?id=nmgws
陕西卫视,http://go.bkpcp.top/mg/sxws


影视┃体育,#genre#
睛彩篮球,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
睛彩广场舞,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
黑莓电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
睛彩竞技,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩篮球,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
黑莓动画,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
东北热剧,http://39.134.65.207/PLTV/88888888/224/3221225679/1.m3u8
欢乐剧场,http://39.134.65.207/PLTV/88888888/224/3221225682/1.m3u8
动作电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
谍战大剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
军事评论,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
爱情喜剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品体育,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
家庭剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
农业致富,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8


4k超清体验,#genre#
咪视界4K,http://39.134.65.207/PLTV/88888888/224/3221225655/1.m3u8
咪视界4K,http://39.134.65.150/PLTV/88888888/224/3221225655/1.m3u8
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1766881789&jsbk=8ca2f24eb05614533556c115132cc187&app=com.lktv.tvhd&version=1.0.5&ev=20250805
CCTV4K,http://107.150.52.50:82/live/cctv4k.m3u8?jsbt=1767051562&jsbk=0de58c0f07a6c5abaec6597d05bd3af0&app=com.lktv.tvhd&version=1.0.5&ev=20250805
CCTV8K,http://198.204.240.250:82/live/cctv8k.m3u8?jsbt=1767051560&jsbk=a1630db43839e158e5bb723413a71d00&app=com.lktv.tvhd&version=1.0.5&ev=20250805
CCTV8K,http://107.150.52.50:82/live/cctv8k.m3u8?jsbt=1767051701&jsbk=c2c01b2f4dc0013ba25d64efab7c17b9&app=com.lktv.tvhd&version=1.0.5&ev=2025080
至臻视界4K,http://39.134.65.207/PLTV/88888888/224/3221225651/1.m3u8 
东方卫视4K,http://bp-livety4kbz.bestv.cn/1080p/dfws4k1080p264_4k1080p.m3u8
东方卫视4K,http://bp-livety4kbz.bestv.cn/264ts/dfws4k264_4k264pts.m3u8
浙江卫视4K,http://j.s.bkpcp.top/jj/zjws
浙江卫视4K,http://zappl02.cztv.com/live/channel4k2160p.m3u8?auth_key=1766808101-c74967054aa28a6d6e87ece3142ea4f7-0-411c5d1c8fdcf487ab1dc909c6b9b149
浙江卫视4K,https://stream1.freetv.fun/27bde01f6e5506617bec575ba1293bfc0a149bafe1eb681562f3d956baae616a.m3u8
浙江卫视4K,http://t.061899.xyz/tl/tl.php?id=zjws
浙江卫视4K,http://go.bkpcp.top/mg/zjws
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
广东4K,http://173.208.177.34:82/live/gdtvs3.m3u8?jsbt=1767051286&jsbk=9f27eded9083f5396ee2d1d7eceb2be6&app=com.lktv.tvhd&version=1.0.5&ev=20250805
南国都市4K,https://stream1.freetv.fun/4knan-guo-du-shi-1.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8



历年春晚,#genre#
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4 
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4 
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8 
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8 
春晚2024,https://ikcdn01.ikzybf.com/20240205/QBNgom4j/2000kb/hls/index.m3u8
